date,sales
5/31/2013,43734
6/1/2013,73784
6/2/2013,82451
6/3/2013,57825
6/4/2013,49762
6/5/2013,49176
6/6/2013,41651
6/7/2013,44589
6/8/2013,58847
6/9/2013,65868
6/10/2013,45628
6/11/2013,35722
6/12/2013,40894
6/13/2013,34801
6/14/2013,39630
6/15/2013,59716
6/16/2013,51000
6/17/2013,49138
6/18/2013,41623
6/19/2013,40432
6/20/2013,39171
6/21/2013,39970
6/22/2013,55010
6/23/2013,60861
6/24/2013,42787
6/25/2013,38445
6/26/2013,39048
6/27/2013,33509
6/28/2013,40331
6/29/2013,65030
6/30/2013,67239
7/1/2013,60500
7/2/2013,53806
7/3/2013,50314
7/4/2013,43840
7/5/2013,45047
7/6/2013,61406
7/7/2013,62586
7/8/2013,47337
7/9/2013,40510
7/10/2013,39368
7/11/2013,35528
7/12/2013,37045
7/13/2013,52120
7/14/2013,52992
7/15/2013,43261
7/16/2013,42420
7/17/2013,41535
7/18/2013,34932
7/19/2013,37324
7/20/2013,53502
7/21/2013,53203
7/22/2013,44115
7/23/2013,40613
7/24/2013,39221
7/25/2013,36492
7/26/2013,37034
7/27/2013,51001
7/28/2013,52888
7/29/2013,43304
7/30/2013,41071
7/31/2013,46168
8/1/2013,50985
8/2/2013,49218
8/3/2013,66399
8/4/2013,65632
8/5/2013,53938
8/6/2013,46978
8/7/2013,45305
8/8/2013,38488
8/9/2013,39998
8/10/2013,51222
8/11/2013,53015
8/12/2013,43990
8/13/2013,40212
8/14/2013,38913
8/15/2013,38955
8/16/2013,43525
8/17/2013,54716
8/18/2013,56896
8/19/2013,46369
8/20/2013,43924
8/21/2013,42446
8/22/2013,36883
8/23/2013,40122
8/24/2013,51862
8/25/2013,54816
8/26/2013,44365
8/27/2013,40046
8/28/2013,39054
8/29/2013,35944
8/30/2013,42891
8/31/2013,65112
9/1/2013,79732
9/2/2013,59036
9/3/2013,52147
9/4/2013,50969
9/5/2013,42494
9/6/2013,40168
9/7/2013,63284
9/8/2013,67130
9/9/2013,45338
9/10/2013,38455
9/11/2013,41736
9/12/2013,34416
9/13/2013,36821
9/14/2013,55811
9/15/2013,60370
9/16/2013,46389
9/17/2013,40558
9/18/2013,38596
9/19/2013,33456
9/20/2013,41139
9/21/2013,53543
9/22/2013,56867
9/23/2013,43361
9/24/2013,36472
9/25/2013,40058
9/26/2013,33100
9/27/2013,37239
9/28/2013,58402
9/29/2013,61950
9/30/2013,46788
10/1/2013,56507
10/2/2013,53753
10/3/2013,44996
10/4/2013,46371
10/5/2013,66095
10/6/2013,66259
10/7/2013,48104
10/8/2013,40751
10/9/2013,40088
10/10/2013,35729
10/11/2013,41791
10/12/2013,49019
10/13/2013,55187
10/14/2013,40737
10/15/2013,36138
10/16/2013,44336
10/17/2013,37612
10/18/2013,37331
10/19/2013,57727
10/20/2013,61517
10/21/2013,42990
10/22/2013,37667
10/23/2013,38273
10/24/2013,32591
10/25/2013,37085
10/26/2013,52098
10/27/2013,57584
10/28/2013,42552
10/29/2013,36857
10/30/2013,39172
10/31/2013,37201
11/1/2013,48938
11/2/2013,64888
11/3/2013,75073
11/4/2013,56467
11/5/2013,48922
11/6/2013,47074
11/7/2013,39338
11/8/2013,40372
11/9/2013,57143
11/10/2013,64418
11/11/2013,42337
11/12/2013,38010
11/13/2013,38708
11/14/2013,32074
11/15/2013,37819
11/16/2013,58297
11/17/2013,62171
11/18/2013,43626
11/19/2013,37536
11/20/2013,41389
11/21/2013,34512
11/22/2013,37175
11/23/2013,53118
11/24/2013,58074
11/25/2013,40902
11/26/2013,36982
11/27/2013,36495
11/28/2013,34317
11/29/2013,39091
11/30/2013,63018
12/1/2013,78915
12/2/2013,57741
12/3/2013,50876
12/4/2013,50048
12/5/2013,41018
12/6/2013,49209
12/7/2013,61731
12/8/2013,67209
12/9/2013,47597
12/10/2013,44431
12/11/2013,44857
12/12/2013,40820
12/13/2013,44416
12/14/2013,59945
12/15/2013,70719
12/16/2013,53661
12/17/2013,48748
12/18/2013,50994
12/19/2013,50312
12/20/2013,51338
12/21/2013,69458
12/22/2013,77260
12/23/2013,74743
12/24/2013,59878
12/25/2013,0
12/26/2013,58866
12/27/2013,55982
12/28/2013,67336
12/29/2013,62549
12/30/2013,78156
12/31/2013,56095
1/1/2014,456
1/2/2014,73045
1/3/2014,63840
1/4/2014,86517
1/5/2014,84114
1/6/2014,56076
1/7/2014,51623
1/8/2014,52662
1/9/2014,43303
1/10/2014,46122
1/11/2014,65310
1/12/2014,68177
1/13/2014,47888
1/14/2014,41103
1/15/2014,46367
1/16/2014,42172
1/17/2014,44598
1/18/2014,65096
1/19/2014,67451
1/20/2014,47474
1/21/2014,45838
1/22/2014,44101
1/23/2014,38087
1/24/2014,42501
1/25/2014,60234
1/26/2014,64115
1/27/2014,45319
1/28/2014,40374
1/29/2014,39598
1/30/2014,39035
1/31/2014,47049
2/1/2014,80356
2/2/2014,75341
2/3/2014,58276
2/4/2014,52125
2/5/2014,48996
2/6/2014,43707
2/7/2014,45669
2/8/2014,61436
2/9/2014,60058
2/10/2014,47342
2/11/2014,42327
2/12/2014,44358
2/13/2014,39185
2/14/2014,36458
2/15/2014,60222
2/16/2014,68125
2/17/2014,48599
2/18/2014,43308
2/19/2014,44453
2/20/2014,38939
2/21/2014,43919
2/22/2014,62419
2/23/2014,54010
2/24/2014,49593
2/25/2014,41186
2/26/2014,43884
2/27/2014,41289
2/28/2014,50059
3/1/2014,86784
3/2/2014,61308
3/3/2014,53346
3/4/2014,64251
3/5/2014,67544
3/6/2014,60285
3/7/2014,55934
3/8/2014,68461
3/9/2014,80498
3/10/2014,53771
3/11/2014,49293
3/12/2014,47067
3/13/2014,41950
3/14/2014,44291
3/15/2014,63811
3/16/2014,77842
3/17/2014,55841
3/18/2014,48353
3/19/2014,48477
3/20/2014,45309
3/21/2014,45638
3/22/2014,64855
3/23/2014,67419
3/24/2014,47614
3/25/2014,45279
3/26/2014,43722
3/27/2014,39639
3/28/2014,44112
3/29/2014,69226
3/30/2014,71162
3/31/2014,57192
4/1/2014,57537
4/2/2014,55902
4/3/2014,46448
4/4/2014,46972
4/5/2014,69863
4/6/2014,71119
4/7/2014,48903
4/8/2014,44179
4/9/2014,42376
4/10/2014,37663
4/11/2014,41283
4/12/2014,57082
4/13/2014,59343
4/14/2014,44275
4/15/2014,42008
4/16/2014,47602
4/17/2014,41894
4/18/2014,38101
4/19/2014,55152
4/20/2014,56984
4/21/2014,47805
4/22/2014,42934
4/23/2014,44168
4/24/2014,37006
4/25/2014,38544
4/26/2014,55057
4/27/2014,61014
4/28/2014,42034
4/29/2014,37580
4/30/2014,41406
5/1/2014,62675
5/2/2014,51286
5/3/2014,71030
5/4/2014,73668
5/5/2014,52647
5/6/2014,46896
5/7/2014,46307
5/8/2014,38766
5/9/2014,41107
5/10/2014,59489
5/11/2014,45180
5/12/2014,45527
5/13/2014,41590
5/14/2014,40955
5/15/2014,37139
5/16/2014,42169
5/17/2014,60434
5/18/2014,68228
5/19/2014,43141
5/20/2014,41590
5/21/2014,40740
5/22/2014,35381
5/23/2014,36986
5/24/2014,54388
5/25/2014,59052
5/26/2014,40822
5/27/2014,36647
5/28/2014,38065
5/29/2014,36548
5/30/2014,41396
5/31/2014,68495
6/1/2014,84194
6/2/2014,61180
6/3/2014,53461
6/4/2014,51187
6/5/2014,43179
6/6/2014,44212
6/7/2014,62770
6/8/2014,68387
6/9/2014,46852
6/10/2014,39362
6/11/2014,41855
6/12/2014,33953
6/13/2014,40226
6/14/2014,62128
6/15/2014,44015
6/16/2014,50597
6/17/2014,43609
6/18/2014,41842
6/19/2014,35946
6/20/2014,37481
6/21/2014,60146
6/22/2014,64363
6/23/2014,47361
6/24/2014,39459
6/25/2014,37479
6/26/2014,36008
6/27/2014,40732
6/28/2014,57172
6/29/2014,63457
6/30/2014,49794
7/1/2014,68099
7/2/2014,66706
7/3/2014,54935
7/4/2014,52890
7/5/2014,75717
7/6/2014,81099
7/7/2014,58720
7/8/2014,51247
7/9/2014,46448
7/10/2014,47692
7/11/2014,44847
7/12/2014,63401
7/13/2014,59448
7/14/2014,49933
7/15/2014,48824
7/16/2014,50436
7/17/2014,43960
7/18/2014,46345
7/19/2014,62539
7/20/2014,65625
7/21/2014,53011
7/22/2014,46027
7/23/2014,45937
7/24/2014,41394
7/25/2014,46473
7/26/2014,57273
7/27/2014,61150
7/28/2014,49926
7/29/2014,45022
7/30/2014,47050
7/31/2014,47117
8/1/2014,57750
8/2/2014,75946
8/3/2014,75065
8/4/2014,57313
8/5/2014,50452
8/6/2014,47434
8/7/2014,41491
8/8/2014,42938
8/9/2014,54905
8/10/2014,57018
8/11/2014,46854
8/12/2014,40337
8/13/2014,42135
8/14/2014,37332
8/15/2014,43606
8/16/2014,58741
8/17/2014,61689
8/18/2014,48963
8/19/2014,44070
8/20/2014,46547
8/21/2014,40942
8/22/2014,40725
8/23/2014,54006
8/24/2014,58801
8/25/2014,45803
8/26/2014,40325
8/27/2014,42395
8/28/2014,36571
8/29/2014,43551
8/30/2014,67191
8/31/2014,75260
9/1/2014,72265
9/2/2014,65750
9/3/2014,60102
9/4/2014,48369
9/5/2014,49803
9/6/2014,72506
9/7/2014,80741
9/8/2014,54195
9/9/2014,46376
9/10/2014,47606
9/11/2014,41027
9/12/2014,44600
9/13/2014,64213
9/14/2014,69695
9/15/2014,52581
9/16/2014,51169
9/17/2014,47610
9/18/2014,40070
9/19/2014,43299
9/20/2014,65299
9/21/2014,69677
9/22/2014,49744
9/23/2014,45814
9/24/2014,46111
9/25/2014,38781
9/26/2014,41321
9/27/2014,63017
9/28/2014,71022
9/29/2014,49377
9/30/2014,52722
10/1/2014,67992
10/2/2014,59475
10/3/2014,59122
10/4/2014,81427
10/5/2014,84076
10/6/2014,56889
10/7/2014,50975
10/8/2014,49936
10/9/2014,42260
10/10/2014,56247
10/11/2014,60287
10/12/2014,67289
10/13/2014,50854
10/14/2014,45395
10/15/2014,47882
10/16/2014,45277
10/17/2014,45607
10/18/2014,67642
10/19/2014,73546
10/20/2014,51718
10/21/2014,44982
10/22/2014,44042
10/23/2014,41790
10/24/2014,42860
10/25/2014,62095
10/26/2014,69023
10/27/2014,47061
10/28/2014,42100
10/29/2014,43347
10/30/2014,39130
10/31/2014,46593
11/1/2014,79003
11/2/2014,60236
11/3/2014,85420
11/4/2014,61784
11/5/2014,60979
11/6/2014,51677
11/7/2014,50465
11/8/2014,69617
11/9/2014,77894
11/10/2014,50095
11/11/2014,45338
11/12/2014,44731
11/13/2014,39242
11/14/2014,44574
11/15/2014,63774
11/16/2014,75356
11/17/2014,52118
11/18/2014,46386
11/19/2014,42994
11/20/2014,42982
11/21/2014,45339
11/22/2014,62191
11/23/2014,70033
11/24/2014,48767
11/25/2014,43192
11/26/2014,43908
11/27/2014,37851
11/28/2014,46312
11/29/2014,73109
11/30/2014,85406
12/1/2014,70046
12/2/2014,64245
12/3/2014,59426
12/4/2014,50052
12/5/2014,51793
12/6/2014,72223
12/7/2014,85468
12/8/2014,60012
12/9/2014,52897
12/10/2014,50298
12/11/2014,45971
12/12/2014,51059
12/13/2014,73449
12/14/2014,81535
12/15/2014,61300
12/16/2014,59194
12/17/2014,57905
12/18/2014,54233
12/19/2014,56820
12/20/2014,76120
12/21/2014,88598
12/22/2014,78278
12/23/2014,75249
12/24/2014,70859
12/25/2014,0
12/26/2014,79434
12/27/2014,69655
12/28/2014,69081
12/29/2014,71445
12/30/2014,80275
12/31/2014,64136
1/1/2015,850
1/2/2015,83431
1/3/2015,83648
1/4/2015,92456
1/5/2015,76070
1/6/2015,64458
1/7/2015,66519
1/8/2015,54471
1/9/2015,55107
1/10/2015,71678
1/11/2015,84508
1/12/2015,56290
1/13/2015,49542
1/14/2015,49866
1/15/2015,45902
1/16/2015,51070
1/17/2015,75768
1/18/2015,82189
1/19/2015,56154
1/20/2015,52908
1/21/2015,52772
1/22/2015,44083
1/23/2015,48883
1/24/2015,70036
1/25/2015,74457
1/26/2015,49507
1/27/2015,44389
1/28/2015,45658
1/29/2015,41342
1/30/2015,51327
1/31/2015,83815
2/1/2015,104270
2/2/2015,71465
2/3/2015,63184
2/4/2015,59892
2/5/2015,53060
2/6/2015,54061
2/7/2015,75295
2/8/2015,79235
2/9/2015,61157
2/10/2015,51652
2/11/2015,49744
2/12/2015,46158
2/13/2015,55521
2/14/2015,66387
2/15/2015,52579
2/16/2015,48326
2/17/2015,57751
2/18/2015,63633
2/19/2015,55577
2/20/2015,58301
2/21/2015,68013
2/22/2015,81730
2/23/2015,55212
2/24/2015,50531
2/25/2015,48954
2/26/2015,43519
2/27/2015,51254
2/28/2015,78740
3/1/2015,102601
3/2/2015,70656
3/3/2015,64683
3/4/2015,61480
3/5/2015,52506
3/6/2015,53195
3/7/2015,78275
3/8/2015,76246
3/9/2015,58185
3/10/2015,56199
3/11/2015,51913
3/12/2015,44887
3/13/2015,48508
3/14/2015,71586
3/15/2015,76968
3/16/2015,57139
3/17/2015,50201
3/18/2015,46595
3/19/2015,44219
3/20/2015,54887
3/21/2015,72072
3/22/2015,75309
3/23/2015,55696
3/24/2015,49097
3/25/2015,49392
3/26/2015,41913
3/27/2015,48605
3/28/2015,68567
3/29/2015,76081
3/30/2015,53716
3/31/2015,55313
4/1/2015,70444
4/2/2015,63257
4/3/2015,56894
4/4/2015,82407
4/5/2015,81060
4/6/2015,66976
4/7/2015,59445
4/8/2015,57456
4/9/2015,51981
4/10/2015,52743
4/11/2015,78630
4/12/2015,78943
4/13/2015,58533
4/14/2015,51107
4/15/2015,54704
4/16/2015,52113
4/17/2015,53550
4/18/2015,74326
4/19/2015,80001
4/20/2015,62819
4/21/2015,53220
4/22/2015,52446
4/23/2015,48841
4/24/2015,49537
4/25/2015,67603
4/26/2015,72825
4/27/2015,54311
4/28/2015,45626
4/29/2015,49292
4/30/2015,49337
5/1/2015,77448
5/2/2015,84990
5/3/2015,87786
5/4/2015,65879
5/5/2015,61733
5/6/2015,59676
5/7/2015,49633
5/8/2015,50705
5/9/2015,72681
5/10/2015,55371
5/11/2015,57848
5/12/2015,49852
5/13/2015,49440
5/14/2015,43063
5/15/2015,51081
5/16/2015,78701
5/17/2015,85704
5/18/2015,55042
5/19/2015,49329
5/20/2015,53446
5/21/2015,44828
5/22/2015,48824
5/23/2015,71061
5/24/2015,77979
5/25/2015,52687
5/26/2015,46002
5/27/2015,47368
5/28/2015,40981
5/29/2015,55249
5/30/2015,89702
5/31/2015,100616
6/1/2015,72717
6/2/2015,68817
6/3/2015,64431
6/4/2015,53181
6/5/2015,55756
6/6/2015,76457
6/7/2015,88438
6/8/2015,58519
6/9/2015,52146
6/10/2015,49790
6/11/2015,41538
6/12/2015,48168
6/13/2015,68371
6/14/2015,74909
6/15/2015,53813
6/16/2015,55445
6/17/2015,51944
6/18/2015,44993
6/19/2015,49266
6/20/2015,71082
6/21/2015,59052
6/22/2015,58569
6/23/2015,52474
6/24/2015,49276
6/25/2015,41829
6/26/2015,46224
6/27/2015,68854
6/28/2015,78103
6/29/2015,52166
6/30/2015,59617
7/1/2015,76262
7/2/2015,64136
7/3/2015,64655
7/4/2015,88700
7/5/2015,85002
7/6/2015,65921
7/7/2015,57457
7/8/2015,58798
7/9/2015,50760
7/10/2015,51637
7/11/2015,65218
7/12/2015,73446
7/13/2015,54337
7/14/2015,48838
7/15/2015,53078
7/16/2015,48323
7/17/2015,52295
7/18/2015,68208
7/19/2015,74611
7/20/2015,59040
7/21/2015,51922
7/22/2015,48263
7/23/2015,44188
7/24/2015,50148
7/25/2015,64636
7/26/2015,69223
7/27/2015,53515
7/28/2015,48183
7/29/2015,47350
7/30/2015,46798
7/31/2015,57082
8/1/2015,97013
8/2/2015,92450
8/3/2015,79876
8/4/2015,64432
8/5/2015,59582
8/6/2015,50170
8/7/2015,54082
8/8/2015,65274
8/9/2015,56966
8/10/2015,64049
8/11/2015,53217
8/12/2015,52148
8/13/2015,46135
8/14/2015,53403
8/15/2015,75837
8/16/2015,75824
8/17/2015,59718
8/18/2015,52749
8/19/2015,51157
8/20/2015,48856
8/21/2015,53605
8/22/2015,66729
8/23/2015,71063
8/24/2015,57938
8/25/2015,50763
8/26/2015,50034
8/27/2015,45455
8/28/2015,49821
8/29/2015,73833
8/30/2015,81230
8/31/2015,67257
9/1/2015,79178
9/2/2015,74327
9/3/2015,62359
9/4/2015,60367
9/5/2015,90574
9/6/2015,95321
9/7/2015,64939
9/8/2015,57779
9/9/2015,55756
9/10/2015,48627
9/11/2015,50450
9/12/2015,74395
9/13/2015,78311
9/14/2015,54337
9/15/2015,54942
9/16/2015,57134
9/17/2015,49995
9/18/2015,51440
9/19/2015,75510
9/20/2015,78911
9/21/2015,59174
9/22/2015,51941
9/23/2015,53592
9/24/2015,45040
9/25/2015,50806
9/26/2015,71687
9/27/2015,78503
9/28/2015,61341
9/29/2015,51908
9/30/2015,59758
10/1/2015,70217
10/2/2015,69599
10/3/2015,102429
10/4/2015,101280
10/5/2015,70280
10/6/2015,58474
10/7/2015,55951
10/8/2015,45741
10/9/2015,67451
10/10/2015,69406
10/11/2015,74461
10/12/2015,57354
10/13/2015,45942
10/14/2015,51163
10/15/2015,46508
10/16/2015,54996
10/17/2015,76842
10/18/2015,81764
10/19/2015,57104
10/20/2015,54569
10/21/2015,51146
10/22/2015,42914
10/23/2015,48556
10/24/2015,65826
10/25/2015,75223
10/26/2015,50289
10/27/2015,44102
10/28/2015,44614
10/29/2015,40420
10/30/2015,49201
10/31/2015,77089
11/1/2015,68178
11/2/2015,63143
11/3/2015,86132
11/4/2015,68565
11/5/2015,57192
11/6/2015,55092
11/7/2015,75591
11/8/2015,84234
11/9/2015,56414
11/10/2015,49888
11/11/2015,48881
11/12/2015,38786
11/13/2015,47316
11/14/2015,67026
11/15/2015,79385
11/16/2015,57561
11/17/2015,47692
11/18/2015,50405
11/19/2015,44333
11/20/2015,51711
11/21/2015,67367
11/22/2015,75165
11/23/2015,53576
11/24/2015,46559
11/25/2015,46969
11/26/2015,39858
11/27/2015,48251
11/28/2015,66332
11/29/2015,81663
11/30/2015,59949
12/1/2015,72382
12/2/2015,69292
12/3/2015,56543
12/4/2015,57370
12/5/2015,82487
12/6/2015,92373
12/7/2015,65434
12/8/2015,55575
12/9/2015,54809
12/10/2015,48345
12/11/2015,51513
12/12/2015,71463
12/13/2015,80153
12/14/2015,56191
12/15/2015,55944
12/16/2015,59444
12/17/2015,55935
12/18/2015,56944
12/19/2015,85557
12/20/2015,94429
12/21/2015,76706
12/22/2015,88714
12/23/2015,82255
12/24/2015,77408
12/25/2015,0
12/26/2015,82466
12/27/2015,74554
12/28/2015,68327
12/29/2015,72101
12/30/2015,79919
12/31/2015,69453
1/1/2016,734
1/2/2016,93377
1/3/2016,103544
1/4/2016,83979
1/5/2016,72688
1/6/2016,67105
1/7/2016,56219
1/8/2016,56947
1/9/2016,83186
1/10/2016,85966
1/11/2016,56808
1/12/2016,51372
1/13/2016,49034
1/14/2016,46046
1/15/2016,53181
1/16/2016,78987
1/17/2016,83023
1/18/2016,57898
1/19/2016,50055
1/20/2016,56389
1/21/2016,46948
1/22/2016,53383
1/23/2016,74931
1/24/2016,76949
1/25/2016,53385
1/26/2016,49320
1/27/2016,49442
1/28/2016,45338
1/29/2016,53658
1/30/2016,85311
1/31/2016,94331
2/1/2016,79530
2/2/2016,70322
2/3/2016,67153
2/4/2016,61809
2/5/2016,66307
2/6/2016,85778
2/7/2016,60619
2/8/2016,51913
2/9/2016,58834
2/10/2016,61942
2/11/2016,53753
2/12/2016,53855
2/13/2016,64395
2/14/2016,68459
2/15/2016,59576
2/16/2016,57548
2/17/2016,54296
2/18/2016,44868
2/19/2016,49933
2/20/2016,68680
2/21/2016,72947
2/22/2016,54051
2/23/2016,49708
2/24/2016,48756
2/25/2016,43262
2/26/2016,47050
2/27/2016,71249
2/28/2016,74400
2/29/2016,58014
3/1/2016,77991
3/2/2016,72681
3/3/2016,57650
3/4/2016,59212
3/5/2016,83237
3/6/2016,84223
3/7/2016,58665
3/8/2016,49677
3/9/2016,50717
3/10/2016,44327
3/11/2016,47857
3/12/2016,67196
3/13/2016,68686
3/14/2016,51191
3/15/2016,50816
3/16/2016,53659
3/17/2016,45367
3/18/2016,49327
3/19/2016,68480
3/20/2016,68872
3/21/2016,54827
3/22/2016,48236
3/23/2016,51618
3/24/2016,45448
3/25/2016,42080
3/26/2016,60528
3/27/2016,60561
3/28/2016,51263
3/29/2016,46810
3/30/2016,48857
3/31/2016,50636
4/1/2016,72864
4/2/2016,100464
4/3/2016,104807
4/4/2016,68759
4/5/2016,60934
4/6/2016,57540
4/7/2016,47851
4/8/2016,51857
4/9/2016,72966
4/10/2016,73620
4/11/2016,51863
4/12/2016,49165
4/13/2016,47931
4/14/2016,42239
4/15/2016,49940
4/16/2016,69536
4/17/2016,84246
4/18/2016,99271
4/19/2016,82541
4/20/2016,76651
4/21/2016,68670
4/22/2016,60855
4/23/2016,77622
4/24/2016,78853
4/25/2016,54342
4/26/2016,49646
4/27/2016,48333
4/28/2016,40874
4/29/2016,52660
4/30/2016,87142
5/1/2016,104219
5/2/2016,73362
5/3/2016,66876
5/4/2016,65353
5/5/2016,53470
5/6/2016,57952
5/7/2016,81714
5/8/2016,59479
5/9/2016,61318
5/10/2016,59387
5/11/2016,55143
5/12/2016,46898
5/13/2016,49800
5/14/2016,72472
5/15/2016,81234
5/16/2016,60617
5/17/2016,51407
5/18/2016,48214
5/19/2016,45443
5/20/2016,56464
5/21/2016,72326
5/22/2016,77058
5/23/2016,55322
5/24/2016,52907
5/25/2016,47578
5/26/2016,44153
5/27/2016,65235
5/28/2016,65161
5/29/2016,73475
5/30/2016,61903
5/31/2016,88931
6/1/2016,65611
6/2/2016,60739
6/3/2016,63215
6/4/2016,87555
6/5/2016,91409
6/6/2016,60509
6/7/2016,54764
6/8/2016,54713
6/9/2016,45059
6/10/2016,50847
6/11/2016,67440
6/12/2016,68722
6/13/2016,52727
6/14/2016,48928
6/15/2016,55170
6/16/2016,53085
6/17/2016,55814
6/18/2016,73893
6/19/2016,62474
6/20/2016,60834
6/21/2016,55460
6/22/2016,56948
6/23/2016,44665
6/24/2016,47409
6/25/2016,65804
6/26/2016,70895
6/27/2016,50057
6/28/2016,45907
6/29/2016,46754
6/30/2016,45002
7/1/2016,72036
7/2/2016,94055
7/3/2016,94320
7/4/2016,70256
7/5/2016,60800
7/6/2016,59688
7/7/2016,49501
7/8/2016,53204
7/9/2016,69132
7/10/2016,72232
7/11/2016,54663
7/12/2016,47712
7/13/2016,46781
7/14/2016,40664
7/15/2016,49851
7/16/2016,69638
7/17/2016,70670
7/18/2016,55958
7/19/2016,48608
7/20/2016,50883
7/21/2016,45469
7/22/2016,49238
7/23/2016,64768
7/24/2016,64144
7/25/2016,54183
7/26/2016,48992
7/27/2016,46928
7/28/2016,42618
7/29/2016,51159
7/30/2016,77264
7/31/2016,81880
8/1/2016,79022
8/2/2016,67116
8/3/2016,63886
8/4/2016,51859
8/5/2016,53850
8/6/2016,69906
8/7/2016,70528
8/8/2016,57731
8/9/2016,50423
8/10/2016,48822
8/11/2016,44812
8/12/2016,53515
8/13/2016,53609
8/14/2016,57045
8/15/2016,56724
8/16/2016,56683
8/17/2016,54244
8/18/2016,46060
8/19/2016,51106
8/20/2016,67081
8/21/2016,70110
8/22/2016,57144
8/23/2016,52091
8/24/2016,49599
8/25/2016,43604
8/26/2016,48183
8/27/2016,63147
8/28/2016,66367
8/29/2016,53567
8/30/2016,49298
8/31/2016,58647
9/1/2016,63592
9/2/2016,69332
9/3/2016,90587
9/4/2016,91465
9/5/2016,67997
9/6/2016,60604
9/7/2016,57126
9/8/2016,49296
9/9/2016,50013
9/10/2016,71744
9/11/2016,77556
9/12/2016,54377
9/13/2016,47675
9/14/2016,45382
9/15/2016,49138
9/16/2016,55966
9/17/2016,72959
9/18/2016,77927
9/19/2016,56345
9/20/2016,58478
9/21/2016,55341
9/22/2016,44591
9/23/2016,50453
9/24/2016,69864
9/25/2016,71268
9/26/2016,51997
9/27/2016,47188
9/28/2016,50902
9/29/2016,41842
9/30/2016,57135
10/1/2016,103205
10/2/2016,104879
10/3/2016,73703
10/4/2016,62106
10/5/2016,60493
10/6/2016,47473
10/7/2016,55376
10/8/2016,73459
10/9/2016,81354
10/10/2016,57792
10/11/2016,48784
10/12/2016,47983
10/13/2016,42949
10/14/2016,50588
10/15/2016,68437
10/16/2016,80761
10/17/2016,54139
10/18/2016,51418
10/19/2016,47031
10/20/2016,48612
10/21/2016,48454
10/22/2016,64095
10/23/2016,74210
10/24/2016,51568
10/25/2016,46347
10/26/2016,45718
10/27/2016,43308
10/28/2016,49353
10/29/2016,67645
10/30/2016,75697
